date,title,price,characteristics,num_photos,extra_characteristics,inmobiliaria,barrio,id,page_suffix,city
2024-10-14,"Ático en avenida de Francesc Cambó, Sant Pere - Santa Caterina i la Ribera, Barcelona",1.050€/mes,75 m²Planta 5ª exterior sin ascensor24 minutos,1/36,Alquiler de temporada,NA,ciutat-vella,/inmueble/106248734/,NA,barcelona
2024-10-14,"Piso en calle d'En Tarròs, Sant Pere - Santa Caterina i la Ribera, Barcelona",1.250€/mes,2 hab.50 m²Planta 2ª exterior sin ascensor,1/16,NA,/pro/idealista-sans-serveis-1610988341070/,ciutat-vella,/inmueble/90472746/,NA,barcelona
2024-10-14,"Piso en calle de Jaume Giralt, Sant Pere - Santa Caterina i la Ribera, Barcelona",1.900€/mes,1 hab.46 m²Planta 2ª exterior con ascensor44 minutos,1/10,Alquiler de temporada,NA,ciutat-vella,/inmueble/106248487/,NA,barcelona
2024-10-14,"Piso en calle de l'Arc de Sant Agustí, El Raval, Barcelona",1.600€/mes,2 hab.75 m²Bajo exterior con ascensor,1/16,Alquiler de temporada,NA,ciutat-vella,/inmueble/106181400/,NA,barcelona
2024-10-14,"Estudio en rambla La, El Raval, Barcelona",1.050€/mes,35 m²Planta 2ª exterior sin ascensor1 hora,1/12,Alquiler de temporada,NA,ciutat-vella,/inmueble/106248285/,NA,barcelona
2024-10-14,"Piso en plaza del Pi, El Gòtic, Barcelona",1.750€/mes,1 hab.67 m²Planta 2ª exterior sin ascensor,1/30,NA,/pro/engel-volkers-barcelona/,ciutat-vella,/inmueble/106084999/,NA,barcelona
2024-10-14,"Piso en Sant Pere - Santa Caterina i la Ribera, Barcelona",1.800€/mes,3 hab.85 m²Planta 5ª exterior con ascensor1 hora,1/50,NA,/pro/engel-volkers-barcelona/,ciutat-vella,/inmueble/106248005/,NA,barcelona
2024-10-14,"Piso en calle de les Moles, El Gòtic, Barcelona",2.800€/mes,2 hab.75 m²Planta 2ª exterior con ascensor,1/16,NA,/pro/houzit/,ciutat-vella,/inmueble/106127600/,NA,barcelona
2024-10-14,"Estudio en calle d'En Mònec, 13, Sant Pere - Santa Caterina i la Ribera, Barcelona",1.250€/mes,52 m²Planta 3ª interior sin ascensor2 horas,1/6,NA,NA,ciutat-vella,/inmueble/100052800/,NA,barcelona
2024-10-14,"Piso en paseo de Colom, El Gòtic, Barcelona",3.900€/mes,1 hab.104 m²Planta 3ª exterior con ascensor09 oct,1/39,NA,/pro/alting/,ciutat-vella,/inmueble/106208709/,NA,barcelona
2024-10-14,"Piso en calle de Peracamps, El Raval, Barcelona",1.695€/mes,2 hab.78 m²Planta 2ª exterior con ascensor3 horas,1/27,NA,/pro/shbarcelona/,ciutat-vella,/inmueble/103045390/,NA,barcelona
2024-10-14,"Piso en calle del Pas de l'Ensenyança, El Gòtic, Barcelona",2.300€/mes,2 hab.90 m²Planta 5ª exterior con ascensor,1/25,NA,/pro/apropertiesbarcelona/,ciutat-vella,/inmueble/106158731/,NA,barcelona
2024-10-14,"Piso en calle de n'Amargós, El Gòtic, Barcelona",1.195€/mes,1 hab.60 m²Planta 1ª exterior3 horas,1/25,NA,/pro/shbarcelona/,ciutat-vella,/inmueble/98244026/,NA,barcelona
2024-10-14,"Piso en calle de Gravina, El Raval, Barcelona",3.500€/mes,2 hab.93 m²Planta 1ª exterior con ascensor,1/25,NA,/pro/apropertiesbarcelona/,ciutat-vella,/inmueble/98962326/,NA,barcelona
2024-10-14,"Piso en calle de l'Atlàntida, La Barceloneta, Barcelona",1.595€/mes,3 hab.85 m²Planta 1ª exterior3 horas,1/33,NA,/pro/shbarcelona/,ciutat-vella,/inmueble/92462612/,NA,barcelona
2024-10-14,"Piso en calle del Pi, El Gòtic, Barcelona",1.500€/mes,1 hab.50 m²Planta 2ª exterior con ascensor08 oct,1/25,NA,/pro/apropertiesbarcelona/,ciutat-vella,/inmueble/106198190/,NA,barcelona
2024-10-14,"Piso en calle d'en Rosic, Sant Pere - Santa Caterina i la Ribera, Barcelona",1.925€/mes,2 hab.110 m²Planta 2ª exterior con ascensor3 horas,1/26,NA,/pro/shbarcelona/,ciutat-vella,/inmueble/88092762/,NA,barcelona
2024-10-14,"Piso en calle de la Junta de Comerç, s/n, El Raval, Barcelona",1.500€/mes,3 hab.70 m²con ascensor12 oct,1/27,NA,/pro/spacestcom/,ciutat-vella,/inmueble/102118582/,NA,barcelona
2024-10-14,"Ático en calle de Freixures, Sant Pere - Santa Caterina i la Ribera, Barcelona",1.300€/mes,1 hab.40 m²Planta 5ª con ascensor3 horas,1/15,NA,/pro/shbarcelona/,ciutat-vella,/inmueble/84393740/,NA,barcelona
2024-10-14,"Piso en calle del Mar, La Barceloneta, Barcelona",1.900€/mes,2 hab.45 m²Planta 5ª exterior sin ascensor,1/20,Apartamento,/pro/engel-volkers-barcelona/,ciutat-vella,/inmueble/101764217/,NA,barcelona
2024-10-14,"Estudio en calle de Gombau, 10, Sant Pere - Santa Caterina i la Ribera, Barcelona",2.400€/mes,75 m²Planta 3ª exterior sin ascensor15 horas,1/27,Alquiler de temporada,NA,ciutat-vella,/inmueble/104080626/,NA,barcelona
2024-10-14,"Piso en calle de la Riereta, 35, El Raval, Barcelona",1.500€/mes,2 hab.65 m²Bajo exterior con ascensor,1/34,NA,/pro/avinvestor/,ciutat-vella,/inmueble/99910773/,NA,barcelona
2024-10-14,"Piso en calle del Príncep de Viana, El Raval, Barcelona",2.400€/mes,2 hab.65 m²Planta 1ª exterior sin ascensor18 horas,1/19,NA,/pro/houzit/,ciutat-vella,/inmueble/99104631/,NA,barcelona
2024-10-14,"Piso en paseo de Joan de Borbó, La Barceloneta, Barcelona",2.150€/mes,4 hab.120 m²Planta 2ª exterior con ascensor,1/24,NA,NA,ciutat-vella,/inmueble/105598831/,NA,barcelona
2024-10-14,"Piso en calle de la Princesa, Sant Pere - Santa Caterina i la Ribera, Barcelona",1.950€/mes,1 hab.55 m²Planta 2ª interior con ascensor21 horas,1/7,Alquiler de temporadaApartamento,/pro/fornieles-immobiliaris/,ciutat-vella,/inmueble/106245269/,NA,barcelona
2024-10-14,"Piso en plaza de la Gardunya, El Raval, Barcelona",1.800€/mesGaraje incluido,2 hab.60 m²Planta 1ª exterior con ascensor,1/60,Apartamento,/pro/mapa-in/,ciutat-vella,/inmueble/90545045/,NA,barcelona
2024-10-14,"Piso en calle de la Victoria, 2, Sant Pere - Santa Caterina i la Ribera, Barcelona",1.400€/mes,3 hab.70 m²Planta 3ª exterior sin ascensor22 horas,1/15,Alquiler de temporada,NA,ciutat-vella,/inmueble/106243825/,NA,barcelona
2024-10-14,"Piso en calle del Rec, Sant Pere - Santa Caterina i la Ribera, Barcelona",2.100€/mes,1 hab.45 m²Planta 4ª exterior con ascensor,1/20,Apartamento,/pro/bluegroundbarcelona/,ciutat-vella,/inmueble/103921330/,NA,barcelona
2024-10-14,"Piso en calle d'en Xuclà, El Raval, Barcelona",3.200€/mes,2 hab.65 m²Planta 2ª exterior con ascensorPublicado ayer,1/21,Alquiler de temporada,NA,ciutat-vella,/inmueble/106244427/,NA,barcelona
2024-10-14,"Piso en calle dels Metges, Sant Pere - Santa Caterina i la Ribera, Barcelona",1.750€/mes,2 hab.60 m²Planta 4ª interior con ascensor,1/18,Alquiler de temporadaApartamento,/pro/metis-assets/,ciutat-vella,/inmueble/106089403/,NA,barcelona
2024-10-14,"Piso en calle de Sant Miquel, La Barceloneta, Barcelona",890€/mes,1 hab.36 m²Bajo exterior sin ascensor12 oct,1/16,NA,/pro/pia/,ciutat-vella,/inmueble/106243373/,pagina-2,barcelona
2024-10-14,"Piso en Placeta del Comerç, Sant Pere - Santa Caterina i la Ribera, Barcelona",2.790€/mes,2 hab.84 m²Planta 1ª exterior sin ascensor,1/23,NA,/pro/bluegroundbarcelona/,ciutat-vella,/inmueble/98987502/,pagina-2,barcelona
2024-10-14,"Piso en calle del Peu de la Creu, 12, El Raval, Barcelona",1.480€/mes,3 hab.70 m²Planta 3ª exterior sin ascensor12 oct,1/18,Alquiler de temporada,NA,ciutat-vella,/inmueble/102307076/,pagina-2,barcelona
2024-10-14,"Piso en calle dels Agullers, Sant Pere - Santa Caterina i la Ribera, Barcelona",1.860€/mes,2 hab.92 m²Planta 2ª exterior con ascensor,1/19,NA,/pro/bluegroundbarcelona/,ciutat-vella,/inmueble/100189818/,pagina-2,barcelona
2024-10-14,"Estudio en calle de Ferran, El Gòtic, Barcelona",1.050€/mes,35 m²Planta 2ª exterior sin ascensor12 oct,1/9,Alquiler de temporada,NA,ciutat-vella,/inmueble/106242669/,pagina-2,barcelona
2024-10-14,"Piso en Sant Pere - Santa Caterina i la Ribera, Barcelona",2.100€/mes,1 hab.105 m²Planta 3ª exterior con ascensor,1/28,NA,NA,ciutat-vella,/inmueble/105679575/,pagina-2,barcelona
2024-10-14,"Ático en calle de Sant Jacint, Sant Pere - Santa Caterina i la Ribera, Barcelona",1.050€/mes,75 m²Planta 5ª exterior sin ascensor12 oct,1/30,Alquiler de temporada,NA,ciutat-vella,/inmueble/106242531/,pagina-2,barcelona
2024-10-14,"Estudio en calle del Mar, La Barceloneta, Barcelona",1.300€/mes,40 m²Planta 2ª exterior sin ascensor,1/6,NA,NA,ciutat-vella,/inmueble/105765398/,pagina-2,barcelona
2024-10-14,"Piso en Pla de Palau, s/n, Sant Pere - Santa Caterina i la Ribera, Barcelona",2.900€/mes,2 hab.114 m²Entreplanta exterior con ascensor12 oct,1/48,NA,/pro/barcelonaforrent-apartments/,ciutat-vella,/inmueble/106242501/,pagina-2,barcelona
2024-10-14,"Dúplex en calle dels Tiradors, Sant Pere - Santa Caterina i la Ribera, Barcelona",1.900€/mes,2 hab.75 m²Planta 5ª exterior con ascensor,1/15,Alquiler de temporada,NA,ciutat-vella,/inmueble/88816429/,pagina-2,barcelona
2024-10-14,"Piso en calle de la Duana, Sant Pere - Santa Caterina i la Ribera, Barcelona",2.066€/mes2.185 €5%,2 hab.38 m²Planta 2ª con ascensor12 oct,1/12,Apartamento,NA,ciutat-vella,/inmueble/102844305/,pagina-2,barcelona
2024-10-14,"Piso en Sant Pere - Santa Caterina i la Ribera, Barcelona",1.900€/mes2.300 €17%,2 hab.70 m²Planta 2ª exterior con ascensor,1/27,NA,NA,ciutat-vella,/inmueble/90710545/,pagina-2,barcelona
2024-10-14,"Piso en C/Marquès de Barberà, 23, El Raval, Barcelona",950€/mes,1 hab.60 m²Entreplanta interior sin ascensor12 oct,1/8,NA,NA,ciutat-vella,/inmueble/106242179/,pagina-2,barcelona
2024-10-14,"Piso en plaza Real, El Gòtic, Barcelona",1.600€/mes,2 hab.80 m²Planta 5ª exterior con ascensor,1/27,NA,NA,ciutat-vella,/inmueble/103145135/,pagina-2,barcelona
2024-10-14,"Piso en calle guardia, 19, El Raval, Barcelona",1.450€/mesGarajeopc.149 €/mes,1 hab.65 m²Planta 3ª exterior con ascensor12 oct,1/18,NA,NA,ciutat-vella,/inmueble/106237447/,pagina-2,barcelona
2024-10-14,"Piso en calle de la canuda, El Gòtic, Barcelona",2.100€/mes,2 hab.113 m²Planta 3ª interior con ascensor,1/19,Alquiler de temporada,/pro/onixrenta/,ciutat-vella,/inmueble/34360722/,pagina-2,barcelona
2024-10-14,"Piso en calle de les Portadores, Sant Pere - Santa Caterina i la Ribera, Barcelona",2.500€/mes,2 hab.85 m²Planta 1ª exterior con ascensor12 oct,1/23,Alquiler de temporada,NA,ciutat-vella,/inmueble/106241560/,pagina-2,barcelona
2024-10-14,"Piso en El Gòtic, Barcelona",1.442€/mes,2 hab.63 m²Planta 3ª exterior con ascensor,1/17,NA,/pro/nuvo-barcelona/,ciutat-vella,/inmueble/98253785/,pagina-2,barcelona
2024-10-14,"Estudio en Passatge de Gutenberg, El Raval, Barcelona",990€/mes,40 m²Planta 2ª exterior con ascensor11 oct,1/20,Alquiler de temporada,NA,ciutat-vella,/inmueble/85658281/,pagina-2,barcelona
2024-10-14,"Piso en paseo de Colom, El Gòtic, Barcelona",5.000€/mes,4 hab.140 m²Planta 4ª exterior sin ascensor,1/62,Vistas al marLujo,/pro/engel-volkers-barcelona/,ciutat-vella,/inmueble/105093908/,pagina-2,barcelona
2024-10-14,"Piso en Sant Pere - Santa Caterina i la Ribera, Barcelona",1.100€/mes,2 hab.55 m²Planta 1ª exterior sin ascensor11 oct,1/7,Alquiler de temporada,NA,ciutat-vella,/inmueble/106235694/,pagina-2,barcelona
2024-10-14,"Piso en paseo de Joan de Borbó, La Barceloneta, Barcelona",4.000€/mes,1 hab.73 m²exterior con ascensor,1/22,Vistas al mar,/pro/engel-volkers-barcelona/,ciutat-vella,/inmueble/104975104/,pagina-2,barcelona
2024-10-14,"Ático en Cotoners, Sant Pere - Santa Caterina i la Ribera, Barcelona",1.600€/mes,1 hab.64 m²Planta 4ª exterior con ascensor11 oct,1/25,Alquiler de temporada,/pro/p08105884/,ciutat-vella,/inmueble/100506726/,pagina-2,barcelona
2024-10-14,"Piso en paseo de Joan de Borbó, La Barceloneta, Barcelona",3.000€/mes,1 hab.66 m²Planta 3ª exterior sin ascensor,1/20,Vistas al mar,/pro/engel-volkers-barcelona/,ciutat-vella,/inmueble/105107805/,pagina-2,barcelona
2024-10-14,"Piso en El Gòtic, Barcelona",1.550€/mes,1 hab.64 m²Planta 1ª exterior con ascensor11 oct,1/19,NA,/pro/engel-volkers-barcelona/,ciutat-vella,/inmueble/106232888/,pagina-2,barcelona
2024-10-14,"Piso en calle de la Mercè, El Gòtic, Barcelona",2.000€/mes,2 hab.95 m²Entreplanta exterior con ascensor,1/36,NA,/pro/somoscasa/,ciutat-vella,/inmueble/100345533/,pagina-2,barcelona
2024-10-14,"Ático en calle de Sant Pau, El Raval, Barcelona",1.200€/mes,2 hab.54 m²Planta 5ª exterior sin ascensor11 oct,1/21,Alquiler de temporada,/pro/monecbarcelona/,ciutat-vella,/inmueble/106231280/,pagina-2,barcelona
2024-10-14,"Piso en ronda de Sant Antoni, El Raval, Barcelona",2.800€/mes,3 hab.81 m²Planta 3ª exterior con ascensor,1/35,NA,/pro/glover-barcelona/,ciutat-vella,/inmueble/106106201/,pagina-2,barcelona
2024-10-14,"Piso en calle de Berenguer Mallol, Barcelona, La Barceloneta, Barcelona",850€/mes,1 hab.35 m²Planta 1ª exterior sin ascensor11 oct,1/17,Alquiler de temporada,NA,ciutat-vella,/inmueble/82944994/,pagina-2,barcelona
2024-10-14,"Piso en plaza de les Olles, Sant Pere - Santa Caterina i la Ribera, Barcelona",1.950€/mes,2 hab.74 m²Planta 4ª exterior sin ascensor07 oct,1/15,NA,/pro/walterhaus/,ciutat-vella,/inmueble/106190812/,pagina-2,barcelona
2024-10-14,"Piso en calle de la Reina Amàlia, El Raval, Barcelona",2.000€/mesGarajeopc.150 €/mes,2 hab.80 m²Bajo exterior con ascensor10 oct,1/42,Alquiler de temporada,NA,ciutat-vella,/inmueble/104184633/,pagina-3,barcelona
2024-10-14,"Piso en calle de les Portadores, Sant Pere - Santa Caterina i la Ribera, Barcelona",2.500€/mes,2 hab.100 m²Planta 2ª exterior con ascensor,1/12,NA,/pro/harper-real-estate-inmobiliaria/,ciutat-vella,/inmueble/101834490/,pagina-3,barcelona
2024-10-14,"Piso en calle dels mariners, 21, La Barceloneta, Barcelona",990€/mes1.050 €6%,1 hab.35 m²Planta 2ª exterior sin ascensor10 oct,1/14,Alquiler de temporada,/pro/skyflats/,ciutat-vella,/inmueble/31273469/,pagina-3,barcelona
2024-10-14,"Piso en calle dels Agullers, Sant Pere - Santa Caterina i la Ribera, Barcelona",1.840€/mes,2 hab.92 m²Planta 1ª exterior con ascensor,1/18,NA,/pro/bluegroundbarcelona/,ciutat-vella,/inmueble/99933358/,pagina-3,barcelona
2024-10-14,"Ático en calle del Rector Bruguera, La Barceloneta, Barcelona",1.500€/mes,3 hab.55 m²Planta 6ª exterior sin ascensor10 oct,1/22,Alquiler de temporada,/pro/p08105884/,ciutat-vella,/inmueble/97301441/,pagina-3,barcelona
2024-10-14,"Piso en calle de la Lleona, El Gòtic, Barcelona",1.930€/mes,2 hab.97 m²Planta 2ª exterior con ascensor,1/15,NA,/pro/bluegroundbarcelona/,ciutat-vella,/inmueble/100198648/,pagina-3,barcelona
2024-10-14,"Piso en calle dels Tallers, El Raval, Barcelona",1.650€/mes,2 hab.87 m²Planta 5ª exterior sin ascensor10 oct,1/15,Alquiler de temporada,/pro/nuvec/,ciutat-vella,/inmueble/106220992/,pagina-3,barcelona
2024-10-14,"Estudio en calle de la Dagueria, s/n, El Gòtic, Barcelona",1.900€/mes2.000 €5%,20 m²sin ascensor,1/13,NA,/pro/spacestcom/,ciutat-vella,/inmueble/103772665/,pagina-3,barcelona
2024-10-14,"Piso en calle del Príncep de Viana, 40, El Raval, Barcelona",1.800€/mes,2 hab.58 m²Planta 2ª exterior con ascensor10 oct,1/17,Apartamento,NA,ciutat-vella,/inmueble/106220607/,pagina-3,barcelona
2024-10-14,"Piso en calle de les Heures, 4, El Gòtic, Barcelona",1.990€/mes,1 hab.60 m²Planta 1ª sin ascensor,1/50,Apartamento,/pro/spacestcom/,ciutat-vella,/inmueble/103907726/,pagina-3,barcelona
2024-10-14,"Piso en calle de Trafalgar, 80, Sant Pere - Santa Caterina i la Ribera, Barcelona",2.800€/mes,2 hab.98 m²Planta 2ª exterior con ascensor10 oct,1/19,NA,NA,ciutat-vella,/inmueble/106220039/,pagina-3,barcelona
2024-10-14,"Piso en calle de Joaquín Costa, s/n, El Raval, Barcelona",1.100€/mes,1 hab.47 m²con ascensor,1/20,Apartamento,/pro/spacestcom/,ciutat-vella,/inmueble/106166845/,pagina-3,barcelona
2024-10-14,"Piso en calle del Mar, La Barceloneta, Barcelona",1.750€/mes,1 hab.35 m²Planta 4ª exterior sin ascensor10 oct,1/15,Alquiler de temporadaApartamento,NA,ciutat-vella,/inmueble/106219975/,pagina-3,barcelona
2024-10-14,"Piso en calle d'En Mònec, s/n, Sant Pere - Santa Caterina i la Ribera, Barcelona",1.100€/mes,1 hab.40 m²sin ascensor,1/14,Apartamento,/pro/spacestcom/,ciutat-vella,/inmueble/102266813/,pagina-3,barcelona
2024-10-14,"Piso en calle de la Reina Amàlia, El Raval, Barcelona",1.900€/mes,2 hab.72 m²Planta 3ª exterior con ascensor09 oct,1/40,Alquiler de temporada,/pro/charliera/,ciutat-vella,/inmueble/101813469/,pagina-3,barcelona
2024-10-14,"Piso en calle de l'Arc de Sant Ramon del Call, El Gòtic, Barcelona",2.300€/mes,2 hab.108 m²Planta 4ª exterior sin ascensor11 oct,1/21,NA,NA,ciutat-vella,/inmueble/106235022/,pagina-3,barcelona
2024-10-14,"Ático en guifre, 2, El Raval, Barcelona",1.200€/mes,2 hab.49 m²Planta 5ª exterior sin ascensor09 oct,1/22,Alquiler de temporada,/pro/berkinder/,ciutat-vella,/inmueble/87610174/,pagina-3,barcelona
2024-10-14,"Piso en calle de les Jonqueres, Sant Pere - Santa Caterina i la Ribera, Barcelona",2.445€/mes,2 hab.64 m²Planta 4ª exterior con ascensor,1/29,NA,/pro/ukio/,ciutat-vella,/inmueble/102897982/,pagina-3,barcelona
2024-10-14,"Piso en calle de l'Argenter, Barcelona, 20, Sant Pere - Santa Caterina i la Ribera, Barcelona",1.700€/mes,2 hab.55 m²Planta 2ª exterior sin ascensor08 oct,1/14,Alquiler de temporada,NA,ciutat-vella,/inmueble/83091981/,pagina-3,barcelona
2024-10-14,"Piso en El Gòtic, Barcelona",2.495€/mes,3 hab.100 m²Planta 3ª exterior con ascensor08 oct,1/19,NA,/pro/ab-apartment-inmobiliaria/,ciutat-vella,/inmueble/100369036/,pagina-3,barcelona
2024-10-14,"Piso en calle de Sant Pere Més Baix, s/n, Sant Pere - Santa Caterina i la Ribera, Barcelona",2.200€/mes2.850 €23%,1 hab.50 m²sin ascensor,1/22,Apartamento,/pro/spacestcom/,ciutat-vella,/inmueble/101406296/,pagina-3,barcelona
2024-10-14,"Piso en Placeta d'Anna Murìa, 1, El Raval, Barcelona",1.820€/mesGarajeopc.120 €/mes,2 hab.68 m²Planta 3ª exterior con ascensor,1/34,NA,/pro/245818720607085143-260375738/,ciutat-vella,/inmueble/104862651/,pagina-3,barcelona
2024-10-14,"Piso en calle d'en Copons, El Gòtic, Barcelona",4.000€/mesGaraje incluido4.800 €17%,3 hab.150 m²Planta 1ª exterior con ascensor,1/20,NA,/pro/engel-volkers-barcelona/,ciutat-vella,/inmueble/104291436/,pagina-3,barcelona
2024-10-14,"Piso en Passatge dels Escudellers, 3, El Gòtic, Barcelona",700€/mes,1 hab.38 m²Planta 2ª interior sin ascensor,1/9,Alquiler de temporadaApartamento,NA,ciutat-vella,/inmueble/39107642/,pagina-3,barcelona
2024-10-14,"Piso en plaza del Duc de Medinaceli, El Gòtic, Barcelona",2.600€/mesGarajeopc.120 €/mes2.800 €7%,3 hab.170 m²Planta 1ª exterior con ascensor,1/41,Vistas al mar,/pro/walterhaus/,ciutat-vella,/inmueble/106089317/,pagina-3,barcelona
2024-10-14,"Piso en calle de Sant Bertran, El Raval, Barcelona",1.200€/mes,2 hab.52 m²Planta 2ª exterior sin ascensor,1/15,Alquiler de temporadaApartamento,/pro/all4flat/,ciutat-vella,/inmueble/106164411/,pagina-3,barcelona
2024-10-14,"Ático en avenida del Portal de l'Àngel, El Gòtic, Barcelona",2.781€/mes,3 hab.120 m²Planta 7ª exterior con ascensor11 oct,1/42,NA,/pro/engel-volkers-barcelona/,ciutat-vella,/inmueble/106232497/,pagina-3,barcelona
2024-10-14,"Piso en calle de Guàrdia, El Raval, Barcelona",1.350€/mes,2 hab.63 m²Planta 4ª exterior sin ascensor,1/22,Alquiler de temporada,/pro/all4flat/,ciutat-vella,/inmueble/106164413/,pagina-3,barcelona
2024-10-14,"Piso en Passatge de la Virreina, El Raval, Barcelona",2.900€/mes,2 hab.90 m²Planta 3ª exterior sin ascensor09 oct,1/30,NA,/pro/engel-volkers-barcelona/,ciutat-vella,/inmueble/106209476/,pagina-3,barcelona
2024-10-14,"Piso en Sant Pere - Santa Caterina i la Ribera, Barcelona",3.500€/mes3.750 €7%,3 hab.123 m²Bajo exterior con ascensor,1/19,NA,/pro/coldwell-banker-anteris-real-estate/,ciutat-vella,/inmueble/105215797/,pagina-3,barcelona
2024-10-14,"Piso en calle dels Ases, 3, Sant Pere - Santa Caterina i la Ribera, Barcelona",1.400€/mes,1 hab.45 m²Planta 3ª exterior con ascensor,1/21,Alquiler de temporada,/pro/fincas-gonseni/,ciutat-vella,/inmueble/105895560/,pagina-4,barcelona
2024-10-14,"Piso en calle del Portal Nou, Sant Pere - Santa Caterina i la Ribera, Barcelona",1.700€/mes,2 hab.63 m²Planta 2ª exterior sin ascensor,1/28,Alquiler de temporada,/pro/metis-assets/,ciutat-vella,/inmueble/105970153/,pagina-4,barcelona
2024-10-14,"Piso en calle de la Junta de Comerç, s/n, El Raval, Barcelona",1.200€/mes1.300 €8%,2 hab.65 m²con ascensor12 oct,1/57,NA,/pro/spacestcom/,ciutat-vella,/inmueble/102491590/,pagina-4,barcelona
2024-10-14,"Ático en calle de la Vila Joiosa, La Barceloneta, Barcelona",990€/mes,1 hab.45 m²Planta 5ª exterior sin ascensor,1/17,NA,NA,ciutat-vella,/inmueble/91359122/,pagina-4,barcelona
2024-10-14,"Piso en El Gòtic, Barcelona",2.500€/mes2.700 €7%,2 hab.118 m²Planta 1ª exterior con ascensor,1/25,NA,/pro/engel-volkers-barcelona/,ciutat-vella,/inmueble/106129404/,pagina-4,barcelona
2024-10-14,"Piso en calle de Montsió, El Gòtic, Barcelona",1.170€/mes,2 hab.55 m²Planta 1ª exterior sin ascensor08 oct,1/19,NA,NA,ciutat-vella,/inmueble/90351837/,pagina-4,barcelona
2024-10-14,"Piso en calle Comtal, El Gòtic, Barcelona",2.200€/mes,2 hab.104 m²Planta 3ª exterior,1/24,NA,/pro/fincas-siglo-xxi/,ciutat-vella,/inmueble/105627554/,pagina-4,barcelona
2024-10-14,"Piso en calle de l'Arc de Sant Ramon del Call, El Gòtic, Barcelona",2.300€/mes,2 hab.107 m²Planta 4ª exterior con ascensor12 oct,1/24,NA,/pro/inversiones-bcn/,ciutat-vella,/inmueble/100873583/,pagina-4,barcelona
2024-10-14,"Piso en paseo de Colom, El Gòtic, Barcelona",2.200€/mes2.800 €21%,3 hab.74 m²Entreplanta exterior sin ascensor,1/33,Alquiler de temporada,NA,ciutat-vella,/inmueble/103789669/,pagina-4,barcelona
2024-10-14,"Piso en calle del Comerç, Sant Pere - Santa Caterina i la Ribera, Barcelona",1.200€/mes,1 hab.45 m²Planta 2ª exterior con ascensor,1/17,Apartamento,/pro/bcnrent/,ciutat-vella,/inmueble/104947857/,pagina-4,barcelona
2024-10-14,"Piso en calle d'Espalter, El Raval, Barcelona",1.200€/mes,1 hab.40 m²Planta 4ª exterior sin ascensor,1/18,Alquiler de temporadaApartamento,/pro/p08103018/,ciutat-vella,/inmueble/105979866/,pagina-4,barcelona
2024-10-14,"Piso en calle de Pontevedra, La Barceloneta, Barcelona",1.810€/mes,1 hab.35 m²Planta 2ª exterior con ascensor,1/16,Vistas al marApartamento,/pro/bluegroundbarcelona/,ciutat-vella,/inmueble/105314858/,pagina-4,barcelona
2024-10-14,"Piso en calle Comtal, El Gòtic, Barcelona",2.800€/mes,3 hab.116 m²Planta 1ª exterior sin ascensor,1/38,NA,/pro/engel-volkers-barcelona/,ciutat-vella,/inmueble/106094421/,pagina-4,barcelona
2024-10-14,"Piso en calle del Príncep de Viana, El Raval, Barcelona",2.250€/mes2.480 €9%,2 hab.92 m²Planta 3ª exterior con ascensor,1/18,NA,/pro/caterinahouse/,ciutat-vella,/inmueble/105278312/,pagina-4,barcelona
2024-10-14,"Piso en El Gòtic, Barcelona",2.600€/mesGarajeopc.100 €/mes3.800 €32%,3 hab.170 m²Planta 1ª exterior con ascensor,1/30,NA,/pro/lasose-properties-investments/,ciutat-vella,/inmueble/105659580/,pagina-4,barcelona
2024-10-14,"Piso en calle d'en Copons, El Gòtic, Barcelona",4.800€/mesGaraje incluido,3 hab.136 m²exterior con ascensor,1/58,Alquiler de temporada,/pro/atipika/,ciutat-vella,/inmueble/100344560/,pagina-4,barcelona
2024-10-14,"Piso en calle de Salamanca, La Barceloneta, Barcelona",1.600€/mes,2 hab.40 m²exterior sin ascensor,1/20,Apartamento,/pro/engel-volkers-barcelona/,ciutat-vella,/inmueble/106149197/,pagina-4,barcelona
2024-10-14,"Piso en calle de la Princesa, Sant Pere - Santa Caterina i la Ribera, Barcelona",6.000€/mesGaraje incluido,3 hab.120 m²exterior con ascensor,1/55,Lujo,/pro/maxricart/,ciutat-vella,/inmueble/105136965/,pagina-4,barcelona
2024-10-14,"Piso en pizarro, La Barceloneta, Barcelona",1.300€/mes,1 hab.60 m²Bajo exterior con ascensor,1/12,NA,/pro/urbenorte-catalunya/,ciutat-vella,/inmueble/86947630/,pagina-4,barcelona
2024-10-14,"Piso en calle del Notariat, El Raval, Barcelona",2.350€/mes,2 hab.70 m²Planta 1ª exterior con ascensor,1/18,NA,/pro/caterinahouse/,ciutat-vella,/inmueble/102896818/,pagina-4,barcelona
2024-10-14,"Piso en plaza del Duc de Medinaceli, El Gòtic, Barcelona",3.800€/mesGarajeopc.120 €/mes,3 hab.170 m²Planta 1ª exterior con ascensor,1/31,Alquiler de temporadaVistas al mar,/pro/walterhaus/,ciutat-vella,/inmueble/106084560/,pagina-4,barcelona
2024-10-14,"Piso en calle de la Princesa, Sant Pere - Santa Caterina i la Ribera, Barcelona",3.950€/mes,2 hab.115 m²exterior con ascensor,1/42,NA,/pro/maxricart/,ciutat-vella,/inmueble/105686509/,pagina-4,barcelona
