date,title,price,characteristics,num_photos,extra_characteristics,inmobiliaria,barrio,id,page_suffix,city
2024-10-14,"Piso en calle del Doctor Aiguader, Sant Pere - Santa Caterina i la Ribera, Barcelona",2.000€/mes,1 hab.55 m²Planta 3ª exterior con ascensor,1/16,Alquiler de temporadaVistas al marApartamento,/pro/savills-residencial/,ciutat-vella,/inmueble/106168532/,pagina-20,barcelona
2024-10-14,"Piso en calle d'en Xuclà, El Raval, Barcelona",2.170€/mes,1 hab.40 m²Planta 2ª exterior con ascensor,1/19,Apartamento,/pro/caterinahouse/,ciutat-vella,/inmueble/102640750/,pagina-20,barcelona
2024-10-14,"Piso en calle de Pelai, El Raval, Barcelona",1.395€/mes,1 hab.42 m²Planta 1ª exterior,1/18,NA,/pro/shbarcelona/,ciutat-vella,/inmueble/81170666/,pagina-20,barcelona
2024-10-14,"Piso en Sant Pere Més Baix & d'En Llastics, s/n, Sant Pere - Santa Caterina i la Ribera, Barcelona",3.000€/mes,2 hab.82 m²Planta 5ª exterior con ascensor,1/17,NA,NA,ciutat-vella,/inmueble/103724462/,pagina-20,barcelona
2024-10-14,"Piso en calle d'en quintana, El Gòtic, Barcelona",1.450€/mes,2 hab.75 m²Planta 1ª con ascensor,1/18,NA,/pro/shbarcelona/,ciutat-vella,/inmueble/35586710/,pagina-20,barcelona
2024-10-14,"Piso en calle del Príncep de Viana, El Raval, Barcelona",2.250€/mes2.480 €9%,2 hab.92 m²Planta 2ª exterior con ascensor,1/18,NA,/pro/caterinahouse/,ciutat-vella,/inmueble/105354996/,pagina-20,barcelona
2024-10-14,"Piso en calle de Berenguer Mallol, La Barceloneta, Barcelona",1.295€/mes,1 hab.45 m²sin ascensor,1/5,NA,NA,ciutat-vella,/inmueble/104237302/,pagina-20,barcelona
2024-10-14,"Piso en paseo d'Isabel II, 4, Sant Pere - Santa Caterina i la Ribera, Barcelona",2.200€/mes,1 hab.55 m²Entreplanta exterior sin ascensor,1/25,Apartamento,/pro/caterinahouse/,ciutat-vella,/inmueble/104448855/,pagina-20,barcelona
2024-10-14,"Piso en calle de la Bòria, Sant Pere - Santa Caterina i la Ribera, Barcelona",3.000€/mes,2 hab.70 m²Planta 3ª exterior con ascensor,1/15,NA,/pro/caterinahouse/,ciutat-vella,/inmueble/100324152/,pagina-20,barcelona
2024-10-14,"Piso en calle de la Llibreteria, El Gòtic, Barcelona",1.180€/mes,1 hab.46 m²sin ascensor,1/9,Apartamento,NA,ciutat-vella,/inmueble/102876255/,pagina-20,barcelona
2024-10-14,"Piso en calle del Doctor Aiguader, 3, Sant Pere - Santa Caterina i la Ribera, Barcelona",2.700€/mes,2 hab.90 m²Planta 1ª exterior con ascensor,1/24,NA,/pro/ancora-real-estate/,ciutat-vella,/inmueble/104359499/,pagina-20,barcelona
2024-10-14,"Piso en calle dels Assaonadors, Sant Pere - Santa Caterina i la Ribera, Barcelona",1.250€/mes,1 hab.32 m²Planta 5ª exterior07 oct,1/16,Alquiler de temporada,/pro/shbarcelona/,ciutat-vella,/inmueble/83628412/,pagina-20,barcelona
2024-10-14,"Piso en calle del Príncep de Viana, El Raval, Barcelona",1.800€/mes,2 hab.58 m²Planta 3ª interior con ascensor,1/16,Alquiler de temporadaApartamento,/pro/urbane-international-real-estate/,ciutat-vella,/inmueble/106122414/,pagina-20,barcelona
2024-10-14,"Estudio en calle de Sant Miquel, 110, La Barceloneta, Barcelona",1.500€/mes,35 m²Planta 2ª exterior sin ascensor,1/24,Alquiler de temporadaVistas al mar,/pro/skyflats/,ciutat-vella,/inmueble/105534529/,pagina-21,barcelona
2024-10-14,"Ático en calle de Josep Anselm Clavé, El Gòtic, Barcelona",1.600€/mes,2 hab.64 m²Planta 7ª exterior con ascensor07 oct,1/19,NA,/pro/shbarcelona/,ciutat-vella,/inmueble/99869410/,pagina-21,barcelona
2024-10-14,"Piso en calle de Grau i Torras, La Barceloneta, Barcelona",1.150€/mes,1 hab.35 m²Planta 2ª,1/12,Apartamento,/pro/shbarcelona/,ciutat-vella,/inmueble/81834058/,pagina-21,barcelona
2024-10-14,"Piso en calle de la Reina Amàlia, El Raval, Barcelona",1.900€/mes,2 hab.70 m²Planta 3ª exterior con ascensor,1/16,NA,/pro/inmoservice-barcelona/,ciutat-vella,/inmueble/100745445/,pagina-21,barcelona
2024-10-14,"Piso en calle del Notariat, El Raval, Barcelona",2.200€/mes,2 hab.70 m²Planta 4ª exterior con ascensor,1/15,NA,/pro/caterinahouse/,ciutat-vella,/inmueble/99003620/,pagina-21,barcelona
2024-10-14,"Piso en calle de la Riereta, El Raval, Barcelona",1.300€/mes,1 hab.59 m²Planta 4ª con ascensor07 oct,1/19,Apartamento,/pro/shbarcelona/,ciutat-vella,/inmueble/99897994/,pagina-21,barcelona
2024-10-14,"Piso en calle Joaquín Costa, 29, El Raval, Barcelona",1.800€/mes,5 hab.120 m²Planta 2ª exterior sin ascensor,1/35,Alquiler de temporada,/pro/skyflats/,ciutat-vella,/inmueble/94980780/,pagina-21,barcelona
2024-10-14,"Piso en C/Joaquín Costa, 36, El Raval, Barcelona",1.190€/mes,1 hab.45 m²Planta 5ª exterior con ascensor,1/21,Alquiler de temporadaApartamento,/pro/atemporal/,ciutat-vella,/inmueble/86951877/,pagina-21,barcelona
2024-10-14,"Piso en calle d'En Roig, El Raval, Barcelona",1.095€/mes,1 hab.34 m²Planta 4ª exterior07 oct,1/15,NA,/pro/shbarcelona/,ciutat-vella,/inmueble/105492409/,pagina-21,barcelona
2024-10-14,"Piso en calle del Notariat, El Raval, Barcelona",2.050€/mes,1 hab.55 m²Planta 3ª exterior con ascensor,1/16,Apartamento,/pro/caterinahouse/,ciutat-vella,/inmueble/99304312/,pagina-21,barcelona
2024-10-14,"Piso en calle del Príncep de Viana, El Raval, Barcelona",1.800€/mes,2 hab.58 m²Planta 3ª interior con ascensor,1/16,Alquiler de temporadaApartamento,/pro/urbane-international-real-estate/,ciutat-vella,/inmueble/106122414/,pagina-21,barcelona
2024-10-14,"Piso en calle de Lancaster, El Raval, Barcelona",1.950€/mes,2 hab.62 m²Planta 2ª exterior con ascensor,1/18,Alquiler de temporada,/pro/urbane-international-real-estate/,ciutat-vella,/inmueble/105991477/,pagina-21,barcelona
2024-10-14,"Piso en tapineria, 3, El Gòtic, Barcelona",1.900€/mes,1 hab.40 m²Planta 2ª exterior sin ascensor,1/22,NA,/pro/badi/,ciutat-vella,/inmueble/103217846/,pagina-21,barcelona
2024-10-14,"Piso en calle d´en serra, 15, El Gòtic, Barcelona",4.000€/mes,1 hab.54 m²Planta 1ª exterior con ascensor,1/25,Alquiler de temporadaApartamento,/pro/atemporal/,ciutat-vella,/inmueble/101967363/,pagina-21,barcelona
2024-10-14,"Piso en calle del Correu Vell, El Gòtic, Barcelona",2.400€/mes,3 hab.85 m²Planta 2ª exterior sin ascensor,1/12,NA,/pro/lasose-properties-investments/,ciutat-vella,/inmueble/104639812/,pagina-21,barcelona
2024-10-14,"Piso en en serra, 15, El Gòtic, Barcelona",4.000€/mes,1 hab.56 m²Planta 2ª exterior con ascensor,1/24,Apartamento,/pro/atemporal/,ciutat-vella,/inmueble/102342615/,pagina-21,barcelona
2024-10-14,"Piso en calle de Joaquín Costa, 49, El Raval, Barcelona",1.290€/mes,1 hab.50 m²Planta 1ª exterior con ascensor,1/33,Alquiler de temporadaVistas al marApartamento,/pro/atemporal/,ciutat-vella,/inmueble/103136764/,pagina-21,barcelona
2024-10-14,"Piso en calle de Gravina, El Raval, Barcelona",3.200€/mes,2 hab.90 m²Planta 5ª exterior con ascensor,1/23,NA,NA,ciutat-vella,/inmueble/102152061/,pagina-21,barcelona
2024-10-14,"Piso en calle de Milans, 5, El Gòtic, Barcelona",2.300€/mes,3 hab.150 m²Entreplanta exterior con ascensor,1/51,Alquiler de temporada,/pro/atemporal/,ciutat-vella,/inmueble/104983906/,pagina-21,barcelona
2024-10-14,"Piso en calle del Doctor Giné i Partagàs, 18, La Barceloneta, Barcelona",1.400€/mes,2 hab.34 m²Bajo exterior sin ascensor,1/20,Alquiler de temporadaApartamento,/pro/atemporal/,ciutat-vella,/inmueble/104679324/,pagina-21,barcelona
2024-10-14,"Piso en calle de Vinaròs, 11, La Barceloneta, Barcelona",1.050€/mes,1 hab.37 m²Planta 2ª exterior sin ascensor,1/29,Alquiler de temporadaApartamento,/pro/atemporal/,ciutat-vella,/inmueble/85740916/,pagina-21,barcelona
2024-10-14,"Piso en calle de Sant Bertran, 8, El Raval, Barcelona",1.600€/mes,1 hab.41 m²Planta 2ª exterior con ascensor,1/23,Alquiler de temporadaApartamento,/pro/atemporal/,ciutat-vella,/inmueble/102337191/,pagina-21,barcelona
2024-10-14,"Piso en lluna, 3, El Raval, Barcelona",1.885€/mes,2 hab.55 m²Planta 4ª exterior sin ascensor,1/37,Alquiler de temporadaApartamento,/pro/atemporal/,ciutat-vella,/inmueble/93261491/,pagina-21,barcelona
2024-10-14,"Piso en calle d'En Boquer, 9, Sant Pere - Santa Caterina i la Ribera, Barcelona",1.350€/mes,2 hab.67 m²Entreplanta exterior sin ascensor,1/30,Alquiler de temporada,/pro/atemporal/,ciutat-vella,/inmueble/99967111/,pagina-21,barcelona
2024-10-14,"Piso en El Raval, Barcelona",995€/mes1.050 €5%,2 hab.46 m²Planta 1ª exterior sin ascensor,1/25,NA,NA,ciutat-vella,/inmueble/104582264/,pagina-21,barcelona
2024-10-14,"Piso en Salamanca, 39, La Barceloneta, Barcelona",1.600€/mes,2 hab.45 m²Planta 4ª exterior sin ascensor,1/21,Vistas al marApartamento,/pro/lodging-apartments/,ciutat-vella,/inmueble/102086267/,pagina-21,barcelona
2024-10-14,"Piso en calle d'en Serra, 15, El Gòtic, Barcelona",4.000€/mes,1 hab.56 m²Planta 3ª exterior con ascensor,1/24,Apartamento,/pro/atemporal/,ciutat-vella,/inmueble/102090600/,pagina-21,barcelona
2024-10-14,"Piso en calle de la Portaferrissa, 7, El Gòtic, Barcelona",1.995€/mes,2 hab.100 m²Planta 3ª interior con ascensor,1/33,NA,/pro/atemporal/,ciutat-vella,/inmueble/86309772/,pagina-21,barcelona
2024-10-14,"Piso en calle del Mar, 129, La Barceloneta, Barcelona",1.495€/mes,1 hab.32 m²Entreplanta exterior sin ascensor,1/28,Alquiler de temporadaApartamento,/pro/atemporal/,ciutat-vella,/inmueble/105885964/,pagina-21,barcelona
2024-10-14,"Estudio en calle de la Cendra, 30, El Raval, Barcelona",1.050€/mes,22 m²Planta 5ª exterior con ascensor,1/28,Alquiler de temporada,/pro/atemporal/,ciutat-vella,/inmueble/97543028/,pagina-21,barcelona
2024-10-14,"Piso en calle del Doctor Giné i Partagàs, 18, La Barceloneta, Barcelona",1.400€/mes,2 hab.34 m²Bajo exterior sin ascensor,1/20,Alquiler de temporadaApartamento,/pro/atemporal/,ciutat-vella,/inmueble/104679324/,pagina-22,barcelona
2024-10-14,"Ático en via Laietana, El Gòtic, Barcelona",1.850€/mes,1 hab.40 m²Planta 8ª exterior con ascensor,1/24,Apartamento,/pro/harper-real-estate-inmobiliaria/,ciutat-vella,/inmueble/102542100/,pagina-22,barcelona
2024-10-14,"Piso en plaza de Ramon Berenguer el Gran, El Gòtic, Barcelona",2.150€/mes,2 hab.90 m²Planta 3ª exterior con ascensor,1/25,NA,/pro/bourgeoisfincas/,ciutat-vella,/inmueble/106004130/,pagina-22,barcelona
2024-10-14,"Piso en Pla de Palau, Sant Pere - Santa Caterina i la Ribera, Barcelona",6.500€/mes,2 hab.100 m²Planta 1ª exterior con ascensor,1/30,Alquiler de temporadaLujo,NA,ciutat-vella,/inmueble/105966839/,pagina-22,barcelona
2024-10-14,"Piso en calle d'Estruc, 34, El Gòtic, Barcelona",2.100€/mes,2 hab.75 m²Planta 4ª exterior con ascensor,1/35,Alquiler de temporada,NA,ciutat-vella,/inmueble/103912447/,pagina-22,barcelona
2024-10-14,"Piso en plaza de la Vila de Madrid, El Gòtic, Barcelona",2.800€/mes,2 hab.90 m²Planta 1ª exterior con ascensor,1/31,NA,NA,ciutat-vella,/inmueble/102088436/,pagina-22,barcelona
2024-10-14,"Ático en calle del General Castaños, Sant Pere - Santa Caterina i la Ribera, Barcelona",2.700€/mes2.900 €7%,1 hab.135 m²Planta 1ª exterior sin ascensor,1/35,NA,/pro/konectas/,ciutat-vella,/inmueble/105891821/,pagina-22,barcelona
2024-10-14,"Piso en via Laietana, Sant Pere - Santa Caterina i la Ribera, Barcelona",2.500€/mes,2 hab.88 m²Planta 2ª exterior con ascensor,1/31,NA,NA,ciutat-vella,/inmueble/105587832/,pagina-22,barcelona
2024-10-14,"Piso en plaza Vila de Madrid, El Gòtic, Barcelona",2.500€/mes,2 hab.82 m²Planta 3ª exterior con ascensor,1/24,NA,NA,ciutat-vella,/inmueble/102158220/,pagina-22,barcelona
2024-10-14,"Piso en calle de la Volta d'en Dusai, Sant Pere - Santa Caterina i la Ribera, Barcelona",4.000€/mes,3 hab.98 m²Planta 3ª exterior sin ascensor,1/31,Alquiler de temporada,NA,ciutat-vella,/inmueble/105951207/,pagina-22,barcelona
2024-10-14,"Piso en calle de les Caputxes, Sant Pere - Santa Caterina i la Ribera, Barcelona",3.500€/mes,4 hab.174 m²Bajo exterior sin ascensor,1/56,NA,NA,ciutat-vella,/inmueble/105747433/,pagina-22,barcelona
2024-10-14,"Piso en plaza de la Vila de Madrid, El Gòtic, Barcelona",2.500€/mes,2 hab.84 m²Planta 1ª exterior con ascensor,1/24,NA,NA,ciutat-vella,/inmueble/102084429/,pagina-22,barcelona
2024-10-14,"Piso en calle d'en Copons, El Gòtic, Barcelona",4.100€/mesGaraje incluido,3 hab.109 m²Planta 1ª exterior con ascensor07 oct,1/48,NA,/pro/amatimmobiliaris/,ciutat-vella,/inmueble/106190547/,pagina-22,barcelona
2024-10-14,"Piso en calle de Salamanca, La Barceloneta, Barcelona",1.300€/mes,1 hab.32 m²Planta 5ª exterior con ascensor07 oct,1/21,Alquiler de temporadaApartamento,/pro/cuatro-vientos/,ciutat-vella,/inmueble/106188531/,pagina-22,barcelona
2024-10-14,"Piso en paseo de Picasso, Sant Pere - Santa Caterina i la Ribera, Barcelona",2.800€/mes,1 hab.100 m²Planta 1ª exterior con ascensor,1/25,Alquiler de temporada,/pro/uniko-international-real-estate/,ciutat-vella,/inmueble/87172829/,pagina-22,barcelona
2024-10-14,"Piso en calle d'en Copons, 5, El Gòtic, Barcelona",4.000€/mesGaraje incluido,3 hab.115 m²Planta 2ª exterior con ascensor,1/29,Alquiler de temporada,/pro/charliera/,ciutat-vella,/inmueble/106131837/,pagina-22,barcelona
2024-10-14,"Piso en calle dels Agullers, Sant Pere - Santa Caterina i la Ribera, Barcelona",1.910€/mes,2 hab.92 m²Planta 4ª exterior con ascensor,1/17,NA,/pro/bluegroundbarcelona/,ciutat-vella,/inmueble/100189987/,pagina-22,barcelona
2024-10-14,"Piso en calle del Bisbe, El Gòtic, Barcelona",1.800€/mes,2 hab.57 m²Planta 2ª exterior con ascensor,1/17,Apartamento,/pro/ola-living/,ciutat-vella,/inmueble/101894997/,pagina-22,barcelona
2024-10-14,"Piso en plaza Sant Jaume, El Gòtic, Barcelona",1.950€/mes,2 hab.69 m²Planta 2ª exterior con ascensor,1/18,Alquiler de temporada,/pro/ola-living/,ciutat-vella,/inmueble/93257467/,pagina-22,barcelona
2024-10-14,"Piso en calle de la Mercè, El Gòtic, Barcelona",2.990€/mes,4 hab.120 m²Planta 3ª exterior con ascensor,1/19,NA,/pro/ola-living/,ciutat-vella,/inmueble/103781452/,pagina-22,barcelona
2024-10-14,"Piso en calle de Sant Gil, El Raval, Barcelona",1.295€/mes,2 hab.56 m²Planta 1ª con ascensor,1/18,NA,/pro/shbarcelona/,ciutat-vella,/inmueble/82195164/,pagina-22,barcelona
2024-10-14,"Piso en calle de la Mercè, El Gòtic, Barcelona",1.750€/mes,2 hab.60 m²Planta 3ª exterior con ascensor,1/15,Apartamento,/pro/ola-living/,ciutat-vella,/inmueble/103265037/,pagina-22,barcelona
2024-10-14,"Piso en calle del Marquès de Barberà, El Raval, Barcelona",1.600€/mes,1 hab.46 m²Planta 2ª exterior con ascensor,1/19,Alquiler de temporada,/pro/all4flat/,ciutat-vella,/inmueble/102344567/,pagina-22,barcelona
2024-10-14,"Piso en calle del Bisbe, El Gòtic, Barcelona",1.650€/mes,1 hab.50 m²Planta 4ª exterior con ascensor,1/14,Apartamento,/pro/ola-living/,ciutat-vella,/inmueble/102969563/,pagina-22,barcelona
2024-10-14,"Piso en calle del Portal Nou, Sant Pere - Santa Caterina i la Ribera, Barcelona",1.395€/mes,1 hab.40 m²Planta 4ª exterior,1/14,Apartamento,/pro/shbarcelona/,ciutat-vella,/inmueble/84971803/,pagina-22,barcelona
2024-10-14,"Piso en paseo de Joan de Borbó, La Barceloneta, Barcelona",2.300€/mes2.500 €8%,3 hab.65 m²Planta 4ª exterior con ascensor,1/37,Vistas al mar,/pro/casamona-real-estate/,ciutat-vella,/inmueble/103492626/,pagina-22,barcelona
2024-10-14,"Piso en calle del Portal Nou, Sant Pere - Santa Caterina i la Ribera, Barcelona",1.595€/mes,2 hab.55 m²Planta 4ª exterior,1/16,Apartamento,/pro/shbarcelona/,ciutat-vella,/inmueble/84971815/,pagina-22,barcelona
2024-10-14,"Piso en calle de Lancaster, 16, El Raval, Barcelona",1.900€/mes,2 hab.53 m²Planta 2ª interior con ascensor07 oct,1/18,Alquiler de temporadaApartamento,NA,ciutat-vella,/inmueble/106189129/,pagina-22,barcelona
2024-10-14,"Piso en calle de Joaquín Costa, El Raval, Barcelona",1.350€/mes,1 hab.70 m²Planta 1ª con ascensor,1/11,NA,/pro/shbarcelona/,ciutat-vella,/inmueble/87940446/,pagina-22,barcelona
2024-10-14,"Piso en calle de Gravina, El Raval, Barcelona",2.700€/mes,2 hab.93 m²Planta 2ª exterior con ascensor,1/15,Alquiler de temporada,/pro/all4flat/,ciutat-vella,/inmueble/102497592/,pagina-22,barcelona
2024-10-14,"Piso en calle de Sant Gil, El Raval, Barcelona",1.295€/mes,2 hab.56 m²Planta 1ª con ascensor,1/18,NA,/pro/shbarcelona/,ciutat-vella,/inmueble/82195164/,pagina-23,barcelona
2024-10-14,"Piso en calle dels Agullers, Sant Pere - Santa Caterina i la Ribera, Barcelona",1.910€/mes,2 hab.92 m²Planta 4ª exterior con ascensor,1/17,NA,/pro/bluegroundbarcelona/,ciutat-vella,/inmueble/100189987/,pagina-23,barcelona
2024-10-14,"Piso en calle del Bisbe, El Gòtic, Barcelona",1.800€/mes,2 hab.57 m²Planta 2ª exterior con ascensor,1/17,Apartamento,/pro/ola-living/,ciutat-vella,/inmueble/101894997/,pagina-23,barcelona
2024-10-14,"Piso en paseo de Joan de Borbó, La Barceloneta, Barcelona",2.300€/mes2.500 €8%,3 hab.65 m²Planta 4ª exterior con ascensor,1/37,Vistas al mar,/pro/casamona-real-estate/,ciutat-vella,/inmueble/103492626/,pagina-23,barcelona
2024-10-14,"Piso en calle de la Reina Cristina, Sant Pere - Santa Caterina i la Ribera, Barcelona",3.158€/mes,2 hab.90 m²Planta 2ª exterior con ascensor,1/25,NA,/pro/caterinahouse/,ciutat-vella,/inmueble/104081068/,pagina-23,barcelona
2024-10-14,"Piso en calle de Gravina, El Raval, Barcelona",3.000€/mes,3 hab.106 m²Planta 1ª exterior sin ascensor,1/16,Alquiler de temporada,/pro/all4flat/,ciutat-vella,/inmueble/102840957/,pagina-23,barcelona
2024-10-14,"Piso en plaza Comercial, Sant Pere - Santa Caterina i la Ribera, Barcelona",2.935€/mes,5 hab.110 m²Planta 1ª exterior sin ascensor,1/16,Alquiler de temporada,/pro/all4flat/,ciutat-vella,/inmueble/104920080/,pagina-23,barcelona
2024-10-14,"Piso en calle del Portal Nou, Sant Pere - Santa Caterina i la Ribera, Barcelona",1.595€/mes,2 hab.55 m²Entreplanta,1/19,Apartamento,/pro/shbarcelona/,ciutat-vella,/inmueble/103524418/,pagina-23,barcelona
2024-10-14,"Piso en calle del Comerç, 27, Sant Pere - Santa Caterina i la Ribera, Barcelona",2.700€/mes,1 hab.57 m²Planta 3ª exterior con ascensor,1/16,Apartamento,/pro/home-select/,ciutat-vella,/inmueble/103201565/,pagina-23,barcelona
2024-10-14,"Piso en calle de la Carabassa, El Gòtic, Barcelona",1.645€/mes,2 hab.111 m²Planta 1ª exterior sin ascensor,1/31,NA,/pro/locabarcelona/,ciutat-vella,/inmueble/106002658/,pagina-23,barcelona
2024-10-14,"Piso en calle de la Princesa, Sant Pere - Santa Caterina i la Ribera, Barcelona",1.450€/mes,1 hab.62 m²Planta 4ª con ascensor,1/16,NA,/pro/shbarcelona/,ciutat-vella,/inmueble/94275321/,pagina-23,barcelona
2024-10-14,"Piso en calle de l'hort de la bomba, El Raval, Barcelona",1.150€/mes,1 hab.55 m²Entreplanta,1/13,Apartamento,/pro/shbarcelona/,ciutat-vella,/inmueble/39345485/,pagina-23,barcelona
2024-10-14,"Piso en calle de Vistalegre, El Raval, Barcelona",1.195€/mes,2 hab.51 m²Planta 3ª,1/18,NA,/pro/shbarcelona/,ciutat-vella,/inmueble/98780052/,pagina-23,barcelona
2024-10-14,"Piso en calle de Sant Miquel, 83, La Barceloneta, Barcelona",890€/mes,1 hab.36 m²Bajo exterior sin ascensor07 oct,1/18,NA,NA,ciutat-vella,/inmueble/105380547/,pagina-23,barcelona
2024-10-14,"Piso en paseo de Joan de Borbó, La Barceloneta, Barcelona",2.450€/mes,3 hab.70 m²Planta 3ª con ascensor,1/18,Vistas al mar,/pro/casamona-real-estate/,ciutat-vella,/inmueble/89832525/,pagina-23,barcelona
2024-10-14,"Estudio en calle de Sant Pere Més Baix, Sant Pere - Santa Caterina i la Ribera, Barcelona",1.695€/mes,65 m²Planta 4ª exterior sin ascensor,1/21,NA,/pro/locabarcelona/,ciutat-vella,/inmueble/102202460/,pagina-23,barcelona
2024-10-14,"Piso en paseo de Colom, El Gòtic, Barcelona",2.000€/mes2.200 €9%,3 hab.69 m²Entreplanta interior con ascensor,1/25,NA,NA,ciutat-vella,/inmueble/103826063/,pagina-23,barcelona
2024-10-14,"Piso en calle de la Reina Amàlia, El Raval, Barcelona",2.150€/mes,2 hab.80 m²Planta 2ª exterior con ascensor10 oct,1/15,NA,/pro/rsgroup/,ciutat-vella,/inmueble/96611325/,pagina-23,barcelona
2024-10-14,"Piso en calle d'Andrea Dòria, La Barceloneta, Barcelona",1.095€/mes,1 hab.34 m²Entreplanta,1/15,Apartamento,/pro/shbarcelona/,ciutat-vella,/inmueble/82898230/,pagina-23,barcelona
2024-10-14,"Piso en calle d'Andrea Dòria, La Barceloneta, Barcelona",1.250€/mes,1 hab.42 m²Planta 2ª exterior con ascensor,1/15,Alquiler de temporada,/pro/all4flat/,ciutat-vella,/inmueble/105577758/,pagina-23,barcelona
2024-10-14,"Piso en calle de Gravina, El Raval, Barcelona",2.500€/mes,2 hab.79 m²Entreplanta exterior con ascensor,1/15,Alquiler de temporada,/pro/all4flat/,ciutat-vella,/inmueble/102840967/,pagina-23,barcelona
2024-10-14,"Estudio en calle d'En Bot, El Gòtic, Barcelona",950€/mes,38 m²Planta 3ª exterior con ascensor11 oct,1/12,Alquiler de temporada,/pro/rightplace/,ciutat-vella,/inmueble/98013352/,pagina-23,barcelona
2024-10-14,"Dúplex en calle dels Canvis Nous, s/n, Sant Pere - Santa Caterina i la Ribera, Barcelona",1.500€/mes,2 hab.104 m²Planta 1ª exterior con ascensor08 oct,1/17,Alquiler de temporada,NA,ciutat-vella,/inmueble/106196858/,pagina-23,barcelona
2024-10-14,"Piso en calle de Trelawny, La Barceloneta, Barcelona",2.500€/mes,3 hab.80 m²Planta 6ª exterior con ascensor,1/15,NA,/pro/mesa-verde/,ciutat-vella,/inmueble/98652399/,pagina-23,barcelona
2024-10-14,"Piso en calle de la Bòria, Sant Pere - Santa Caterina i la Ribera, Barcelona",2.700€/mes,3 hab.107 m²Planta 1ª exterior con ascensor,1/28,NA,/pro/caterinahouse/,ciutat-vella,/inmueble/102881871/,pagina-23,barcelona
2024-10-14,"Piso en calle de Gravina, El Raval, Barcelona",3.300€/mes,2 hab.94 m²Entreplanta exterior con ascensor,1/15,Alquiler de temporada,/pro/all4flat/,ciutat-vella,/inmueble/104896988/,pagina-23,barcelona
2024-10-14,"Piso en calle d'Andrea Dòria, La Barceloneta, Barcelona",1.195€/mes,1 hab.32 m²Entreplanta,1/15,Apartamento,/pro/shbarcelona/,ciutat-vella,/inmueble/83845562/,pagina-23,barcelona
2024-10-14,"Piso en calle de Lancaster, El Raval, Barcelona",1.950€/mes,2 hab.62 m²Planta 2ª exterior con ascensor,1/18,Alquiler de temporada,/pro/urbane-international-real-estate/,ciutat-vella,/inmueble/105842449/,pagina-23,barcelona
2024-10-14,"Piso en calle de la Canuda, El Gòtic, Barcelona",1.700€/mes1.800 €6%,2 hab.98 m²exterior sin ascensor,1/19,NA,/pro/p08104534/,ciutat-vella,/inmueble/105654139/,pagina-23,barcelona
2024-10-14,"Piso en calle de Sant Pere Més Alt, Sant Pere - Santa Caterina i la Ribera, Barcelona",1.600€/mes,1 hab.42 m²Planta 2ª exterior con ascensor,1/13,Alquiler de temporada,NA,ciutat-vella,/inmueble/106050953/,pagina-23,barcelona
2024-10-14,"Piso en calle dels Boters, El Gòtic, Barcelona",875€/mes,1 hab.31 m²Planta 1ª exterior sin ascensor,1/22,Alquiler de temporada,/pro/all4flat/,ciutat-vella,/inmueble/106033048/,pagina-24,barcelona
2024-10-14,"Piso en calle del Doctor Aiguader, Sant Pere - Santa Caterina i la Ribera, Barcelona",2.200€/mesGarajeopc.150 €/mes,2 hab.80 m²Planta 1ª exterior con ascensor,1/25,NA,/pro/inmoservice-barcelona/,ciutat-vella,/inmueble/105030814/,pagina-24,barcelona
2024-10-14,"Piso en calle de Picalquers, El Raval, Barcelona",800€/mes,2 hab.38 m²Planta 3ª exterior sin ascensor,1/11,NA,NA,ciutat-vella,/inmueble/103231916/,pagina-24,barcelona
2024-10-14,"Piso en calle de Guifré, El Raval, Barcelona",1.250€/mes,2 hab.60 m²Planta 4ª interior con ascensor,1/17,Alquiler de temporada,/pro/all4flat/,ciutat-vella,/inmueble/105973488/,pagina-24,barcelona
2024-10-14,"Piso en calle de la Riereta, El Raval, Barcelona",1.500€/mes,2 hab.55 m²Bajo interior con ascensor,1/30,Alquiler de temporadaApartamento,/pro/chic-room-properties/,ciutat-vella,/inmueble/96430245/,pagina-24,barcelona
2024-10-14,"Piso en calle de la Mercè, 27, El Gòtic, Barcelona",2.000€/mes,2 hab.100 m²Planta 1ª exterior con ascensor,1/36,Alquiler de temporada,NA,ciutat-vella,/inmueble/100371632/,pagina-24,barcelona
2024-10-14,"Piso en calle dels Mirallers, Sant Pere - Santa Caterina i la Ribera, Barcelona",1.600€/mes,1 hab.75 m²Planta 2ª exterior sin ascensor,1/22,NA,/pro/locabarcelona/,ciutat-vella,/inmueble/93170792/,pagina-24,barcelona
2024-10-14,"Piso en calle d'en Rauric, El Gòtic, Barcelona",1.400€/mes,1 hab.75 m²Planta 1ª,1/22,NA,/pro/casamona-real-estate/,ciutat-vella,/inmueble/93362809/,pagina-24,barcelona
2024-10-14,"Piso en calle dels Escudellers, El Gòtic, Barcelona",2.100€/mes,1 hab.55 m²Bajo exterior sin ascensor,1/29,Apartamento,/pro/lasose-properties-investments/,ciutat-vella,/inmueble/103626983/,pagina-24,barcelona
2024-10-14,"Piso en calle d'Elisabets, El Raval, Barcelona",2.300€/mes,3 hab.90 m²Planta 5ª exterior con ascensor,1/35,NA,/pro/punto-habitat/,ciutat-vella,/inmueble/103008194/,pagina-24,barcelona
