barrio,habs,ascensor,price,city
poblats-maritims,0,TRUE,955,valencia
poblats-maritims,1,FALSE,1153.7,valencia
poblats-maritims,1,TRUE,1134.5,valencia
poblats-maritims,2,FALSE,1469.4,valencia
poblats-maritims,2,TRUE,1437.4,valencia
poblats-maritims,3,FALSE,1406.6,valencia
poblats-maritims,3,TRUE,1482.7,valencia
poblats-maritims,Más de 3,FALSE,2407.1,valencia
poblats-maritims,Más de 3,TRUE,1587.5,valencia
portixol-molinar,0,FALSE,2399,palma-de-mallorca
portixol-molinar,1,TRUE,1425,palma-de-mallorca
portixol-molinar,2,FALSE,2872.2,palma-de-mallorca
portixol-molinar,2,TRUE,2877.3,palma-de-mallorca
portixol-molinar,3,FALSE,2420,palma-de-mallorca
portixol-molinar,3,TRUE,2530.6,palma-de-mallorca
portixol-molinar,Más de 3,FALSE,3877.3,palma-de-mallorca
portixol-molinar,Más de 3,TRUE,3221,palma-de-mallorca
prado-de-san-sebastian-felipe-ii-bueno-monreal,1,FALSE,766.7,sevilla
prado-de-san-sebastian-felipe-ii-bueno-monreal,1,TRUE,870,sevilla
prado-de-san-sebastian-felipe-ii-bueno-monreal,2,FALSE,783.3,sevilla
prado-de-san-sebastian-felipe-ii-bueno-monreal,2,TRUE,1166.7,sevilla
prado-de-san-sebastian-felipe-ii-bueno-monreal,3,FALSE,1053.3,sevilla
prado-de-san-sebastian-felipe-ii-bueno-monreal,3,TRUE,1210.8,sevilla
prado-de-san-sebastian-felipe-ii-bueno-monreal,Más de 3,FALSE,1280,sevilla
prado-de-san-sebastian-felipe-ii-bueno-monreal,Más de 3,TRUE,1610,sevilla
puente-de-vallecas,0,FALSE,874.5,madrid
puente-de-vallecas,1,FALSE,975,madrid
puente-de-vallecas,1,TRUE,1171.8,madrid
puente-de-vallecas,2,FALSE,991.6,madrid
puente-de-vallecas,2,TRUE,1124.9,madrid
puente-de-vallecas,3,FALSE,1106.8,madrid
puente-de-vallecas,3,TRUE,1225.6,madrid
puente-de-vallecas,Más de 3,FALSE,1240,madrid
puerto-de-la-torre,0,FALSE,662.5,malaga
puerto-de-la-torre,0,TRUE,680,malaga
puerto-de-la-torre,1,FALSE,773.3,malaga
puerto-de-la-torre,2,FALSE,1075,malaga
puerto-de-la-torre,2,TRUE,1304,malaga
puerto-de-la-torre,3,FALSE,1457.1,malaga
puerto-de-la-torre,3,TRUE,1526.7,malaga
puerto-de-la-torre,Más de 3,TRUE,1440,malaga
quatre-carreres,0,FALSE,1046.7,valencia
quatre-carreres,0,TRUE,1210,valencia
quatre-carreres,1,FALSE,1250,valencia
quatre-carreres,1,TRUE,1416,valencia
quatre-carreres,2,FALSE,1482.1,valencia
quatre-carreres,2,TRUE,1497.9,valencia
quatre-carreres,3,FALSE,1150,valencia
quatre-carreres,3,TRUE,1564.2,valencia
quatre-carreres,Más de 3,FALSE,2800,valencia
quatre-carreres,Más de 3,TRUE,1876.6,valencia
rafal-son-forteza,1,FALSE,1000,palma-de-mallorca
rafal-son-forteza,1,TRUE,1011.2,palma-de-mallorca
rafal-son-forteza,2,TRUE,1275,palma-de-mallorca
rafal-son-forteza,3,FALSE,1425,palma-de-mallorca
rafal-son-forteza,3,TRUE,2183.3,palma-de-mallorca
rascanya,0,FALSE,916,valencia
rascanya,0,TRUE,1050,valencia
rascanya,1,FALSE,1150,valencia
rascanya,1,TRUE,1050,valencia
rascanya,2,FALSE,1080,valencia
rascanya,2,TRUE,1065,valencia
rascanya,3,FALSE,1078.9,valencia
rascanya,3,TRUE,1146.6,valencia
rascanya,Más de 3,FALSE,1500,valencia
rascanya,Más de 3,TRUE,1545.8,valencia
rekalde,0,FALSE,650,bilbao
rekalde,0,TRUE,850,bilbao
rekalde,1,TRUE,1000,bilbao
rekalde,2,FALSE,835,bilbao
rekalde,2,TRUE,1016.2,bilbao
rekalde,3,TRUE,1207.5,bilbao
rekalde,Más de 3,TRUE,1800,bilbao
retiro,0,FALSE,799,madrid
retiro,0,TRUE,1540,madrid
retiro,1,FALSE,1587.5,madrid
retiro,1,TRUE,1804.1,madrid
retiro,2,FALSE,1999.2,madrid
retiro,2,TRUE,2462.1,madrid
retiro,3,FALSE,4900,madrid
retiro,3,TRUE,2942.7,madrid
retiro,Más de 3,FALSE,5500,madrid
retiro,Más de 3,TRUE,3804.3,madrid
riazor-los-rosales,0,FALSE,780,a-coruna
riazor-los-rosales,1,TRUE,771.7,a-coruna
riazor-los-rosales,2,TRUE,895.9,a-coruna
riazor-los-rosales,3,TRUE,1001.2,a-coruna
riazor-los-rosales,Más de 3,TRUE,1225,a-coruna
sa-indioteria-son-castello,2,FALSE,2166.7,palma-de-mallorca
sa-indioteria-son-castello,3,TRUE,4500,palma-de-mallorca
sagrada-familia,1,FALSE,650,a-coruna
sagrada-familia,1,TRUE,800,a-coruna
sagrada-familia,2,FALSE,1312.5,a-coruna
sagrada-familia,2,TRUE,1200,a-coruna
sagrada-familia,3,TRUE,900,a-coruna
sagrada-familia,Más de 3,TRUE,1150,a-coruna
san-blas,0,FALSE,892.9,madrid
san-blas,0,TRUE,1037.5,madrid
san-blas,1,FALSE,1030,madrid
san-blas,1,TRUE,1067.4,madrid
san-blas,2,FALSE,942,madrid
san-blas,2,TRUE,1333.6,madrid
san-blas,3,FALSE,1181.7,madrid
san-blas,3,TRUE,1415.5,madrid
san-blas,Más de 3,FALSE,3164,madrid
san-blas,Más de 3,TRUE,2700,madrid
san-ignacio,3,FALSE,1350,bilbao
san-ignacio,3,TRUE,1350,bilbao
san-jeronimo,2,FALSE,1000,sevilla
san-jeronimo,2,TRUE,700,sevilla
san-jeronimo,3,TRUE,833.3,sevilla
san-jeronimo,Más de 3,FALSE,1075,sevilla
san-pablo,1,FALSE,650,sevilla
san-pablo,2,FALSE,767.5,sevilla
san-pablo,2,TRUE,800,sevilla
san-pablo,3,FALSE,735.8,sevilla
san-pablo,3,TRUE,1000,sevilla
san-pablo,Más de 3,TRUE,1250,sevilla
sant-andreu,0,FALSE,1933.7,barcelona
sant-andreu,0,TRUE,1200,barcelona
sant-andreu,1,FALSE,1269.3,barcelona
sant-andreu,1,TRUE,1229.9,barcelona
sant-andreu,2,FALSE,1750,barcelona
sant-andreu,2,TRUE,1598.9,barcelona
sant-andreu,3,FALSE,1747.5,barcelona
sant-andreu,3,TRUE,1720,barcelona
sant-andreu,Más de 3,FALSE,1650,barcelona
sant-andreu,Más de 3,TRUE,1781.7,barcelona
sant-marti,0,FALSE,1750,barcelona
sant-marti,0,TRUE,1824.9,barcelona
sant-marti,1,FALSE,1496.5,barcelona
sant-marti,1,TRUE,2230.1,barcelona
sant-marti,2,FALSE,1801.8,barcelona
sant-marti,2,TRUE,2487.9,barcelona
sant-marti,3,FALSE,2617.5,barcelona
sant-marti,3,TRUE,3284.2,barcelona
sant-marti,Más de 3,FALSE,5500,barcelona
sant-marti,Más de 3,TRUE,4597.5,barcelona
santa-clara,3,TRUE,1025,sevilla
santa-clara,Más de 3,FALSE,3200,sevilla
santa-justa-miraflores-cruz-roja,1,FALSE,950,sevilla
santa-justa-miraflores-cruz-roja,1,TRUE,788.8,sevilla
santa-justa-miraflores-cruz-roja,2,FALSE,766.7,sevilla
santa-justa-miraflores-cruz-roja,2,TRUE,1065.7,sevilla
santa-justa-miraflores-cruz-roja,3,FALSE,977.5,sevilla
santa-justa-miraflores-cruz-roja,3,TRUE,998.9,sevilla
santa-justa-miraflores-cruz-roja,Más de 3,FALSE,950,sevilla
santa-justa-miraflores-cruz-roja,Más de 3,TRUE,1075,sevilla
sants-montjuic,0,FALSE,1342,barcelona
sants-montjuic,0,TRUE,1224.5,barcelona
sants-montjuic,1,FALSE,1585.5,barcelona
sants-montjuic,1,TRUE,1435.5,barcelona
sants-montjuic,2,FALSE,1726.1,barcelona
sants-montjuic,2,TRUE,1753.3,barcelona
sants-montjuic,3,FALSE,1983.9,barcelona
sants-montjuic,3,TRUE,2112,barcelona
sants-montjuic,Más de 3,FALSE,3085.7,barcelona
sants-montjuic,Más de 3,TRUE,2230,barcelona
sarria-sant-gervasi,0,FALSE,1383.3,barcelona
sarria-sant-gervasi,0,TRUE,1191.4,barcelona
sarria-sant-gervasi,1,FALSE,1776.3,barcelona
sarria-sant-gervasi,1,TRUE,2208.5,barcelona
sarria-sant-gervasi,2,FALSE,2671.7,barcelona
sarria-sant-gervasi,2,TRUE,2810.7,barcelona
sarria-sant-gervasi,3,FALSE,3315.2,barcelona
sarria-sant-gervasi,3,TRUE,3629.3,barcelona
sarria-sant-gervasi,Más de 3,FALSE,5418.7,barcelona
sarria-sant-gervasi,Más de 3,TRUE,4951.4,barcelona
secar-de-la-real,2,TRUE,1680,palma-de-mallorca
secar-de-la-real,3,FALSE,2400,palma-de-mallorca
sevilla-este,0,FALSE,550,sevilla
sevilla-este,0,TRUE,600,sevilla
sevilla-este,1,FALSE,750,sevilla
sevilla-este,1,TRUE,770,sevilla
sevilla-este,2,TRUE,918.1,sevilla
sevilla-este,3,TRUE,956,sevilla
sevilla-este,Más de 3,FALSE,1400,sevilla
sevilla-este,Más de 3,TRUE,992.1,sevilla
someso-matogrande,0,TRUE,615,a-coruna
someso-matogrande,1,TRUE,705.5,a-coruna
someso-matogrande,2,FALSE,782.5,a-coruna
someso-matogrande,2,TRUE,724.3,a-coruna
someso-matogrande,3,TRUE,900.8,a-coruna
someso-matogrande,Más de 3,TRUE,1028,a-coruna
son-ferriol-sant-jordi,1,FALSE,1300,palma-de-mallorca
son-ferriol-sant-jordi,2,FALSE,900,palma-de-mallorca
son-ferriol-sant-jordi,3,FALSE,2070,palma-de-mallorca
son-ferriol-sant-jordi,3,TRUE,1800,palma-de-mallorca
son-ferriol-sant-jordi,Más de 3,FALSE,4616.7,palma-de-mallorca
son-ferriol-sant-jordi,Más de 3,TRUE,1800,palma-de-mallorca
son-oliva-plaza-toros-camp-redo,1,FALSE,1150,palma-de-mallorca
son-oliva-plaza-toros-camp-redo,1,TRUE,1916.7,palma-de-mallorca
son-oliva-plaza-toros-camp-redo,2,FALSE,1250,palma-de-mallorca
son-oliva-plaza-toros-camp-redo,2,TRUE,1492.5,palma-de-mallorca
son-oliva-plaza-toros-camp-redo,3,FALSE,1300,palma-de-mallorca
son-oliva-plaza-toros-camp-redo,3,TRUE,1662.5,palma-de-mallorca
son-oliva-plaza-toros-camp-redo,Más de 3,TRUE,1845,palma-de-mallorca
son-vida,3,TRUE,2650,palma-de-mallorca
son-vida,Más de 3,FALSE,7785.7,palma-de-mallorca
son-vida,Más de 3,TRUE,3175,palma-de-mallorca
sta-catalina-son-armadans-maritim,0,FALSE,1500,palma-de-mallorca
sta-catalina-son-armadans-maritim,0,TRUE,1075,palma-de-mallorca
sta-catalina-son-armadans-maritim,1,FALSE,1615.4,palma-de-mallorca
sta-catalina-son-armadans-maritim,1,TRUE,1278.5,palma-de-mallorca
sta-catalina-son-armadans-maritim,2,FALSE,1901.7,palma-de-mallorca
sta-catalina-son-armadans-maritim,2,TRUE,2156.6,palma-de-mallorca
sta-catalina-son-armadans-maritim,3,FALSE,2367.1,palma-de-mallorca
sta-catalina-son-armadans-maritim,3,TRUE,2247.6,palma-de-mallorca
sta-catalina-son-armadans-maritim,Más de 3,FALSE,3233.3,palma-de-mallorca
sta-catalina-son-armadans-maritim,Más de 3,TRUE,2755.3,palma-de-mallorca
teatinos,0,FALSE,790,malaga
teatinos,0,TRUE,1055,malaga
teatinos,1,TRUE,1087.4,malaga
teatinos,2,TRUE,1173,malaga
teatinos,3,FALSE,1200,malaga
teatinos,3,TRUE,1393.3,malaga
teatinos,Más de 3,FALSE,1300,malaga
teatinos,Más de 3,TRUE,1611.4,malaga
torreblanca,2,FALSE,650,sevilla
triana,0,FALSE,878.3,sevilla
triana,0,TRUE,781.7,sevilla
triana,1,FALSE,820,sevilla
triana,1,TRUE,922.2,sevilla
triana,2,FALSE,1062.1,sevilla
triana,2,TRUE,1077.7,sevilla
triana,3,FALSE,1088.9,sevilla
triana,3,TRUE,1080.9,sevilla
triana,Más de 3,FALSE,1871.4,sevilla
triana,Más de 3,TRUE,1471.4,sevilla
uribarri,1,FALSE,1250,bilbao
uribarri,1,TRUE,1162.5,bilbao
uribarri,2,FALSE,1266.7,bilbao
uribarri,2,TRUE,1292.9,bilbao
uribarri,3,FALSE,1475,bilbao
uribarri,3,TRUE,1218.3,bilbao
usera,0,FALSE,1145.7,madrid
usera,0,TRUE,1134,madrid
usera,1,FALSE,1004.3,madrid
usera,1,TRUE,1203.3,madrid
usera,2,FALSE,1059.6,madrid
usera,2,TRUE,1267.7,madrid
usera,3,FALSE,1187,madrid
usera,3,TRUE,1230,madrid
usera,Más de 3,FALSE,2287.5,madrid
usera,Más de 3,TRUE,1700,madrid
valdezorras-el-gordillo,0,FALSE,800,sevilla
valdezorras-el-gordillo,1,FALSE,800,sevilla
valdezorras-el-gordillo,3,FALSE,1500,sevilla
vicalvaro,1,FALSE,1100,madrid
vicalvaro,1,TRUE,1174,madrid
vicalvaro,2,FALSE,947.5,madrid
vicalvaro,2,TRUE,1296.3,madrid
vicalvaro,3,FALSE,1146.4,madrid
vicalvaro,3,TRUE,1475.5,madrid
vicalvaro,Más de 3,FALSE,1450,madrid
vicalvaro,Más de 3,TRUE,1730.8,madrid
villa-de-vallecas,0,FALSE,950,madrid
villa-de-vallecas,0,TRUE,1096.4,madrid
villa-de-vallecas,1,FALSE,995,madrid
villa-de-vallecas,1,TRUE,988,madrid
villa-de-vallecas,2,FALSE,1017.5,madrid
villa-de-vallecas,2,TRUE,1203.3,madrid
villa-de-vallecas,3,FALSE,1105,madrid
villa-de-vallecas,3,TRUE,1328.1,madrid
villa-de-vallecas,Más de 3,FALSE,3000,madrid
villa-de-vallecas,Más de 3,TRUE,1500,madrid
villaverde,0,FALSE,725,madrid
villaverde,0,TRUE,1114.6,madrid
villaverde,1,FALSE,885,madrid
villaverde,1,TRUE,997.4,madrid
villaverde,2,FALSE,932.5,madrid
villaverde,2,TRUE,1078.2,madrid
villaverde,3,FALSE,982.4,madrid
villaverde,3,TRUE,1147,madrid
villaverde,Más de 3,TRUE,1525,madrid
viono,1,TRUE,630,a-coruna
viono,2,TRUE,805,a-coruna
viono,3,TRUE,1000,a-coruna
